cloudCeiling,cloudCover,cloudCoverPhrase,dayOfWeek,dayOrNight,expirationTimeUtc,iconCode,iconCodeExtend,obsQualifierCode,obsQualifierSeverity,precip1Hour,precip6Hour,precip24Hour,pressureAltimeter,pressureChange,pressureMeanSeaLevel,pressureTendencyCode,pressureTendencyTrend,relativeHumidity,snow1Hour,snow6Hour,snow24Hour,sunriseTimeLocal,sunriseTimeUtc,sunsetTimeLocal,sunsetTimeUtc,temperature,temperatureChange24Hour,temperatureDewPoint,temperatureFeelsLike,temperatureHeatIndex,temperatureMax24Hour,temperatureMaxSince7Am,temperatureMin24Hour,temperatureWetBulbGlobe,temperatureWindChill,uvDescription,uvIndex,validTimeLocal,validTimeUtc,visibility,windDirection,windDirectionCardinal,windGust,windSpeed,wxPhraseLong,wxPhraseMedium,wxPhraseShort,_collecte_le
,30,Partly Cloudy,Monday,D,1782758961,34,3400,,,0.0,0.0,0.0,1024.04,-0.34,1024.1,2,Falling,40,0.0,0.0,0.0,2026-06-29T05:49:16+0200,1782704956,2026-06-29T21:58:16+0200,1782763096,27,-1,12,27,27,28,28,17,76,27,Low,0,2026-06-29T20:39:21+0200,1782758361,9.66,10,N,27,14,Fair,Fair,Fair,2026-06-29T18:47:10.945758
